marca,modelo,precio_contado,financiacion_disponible,descuento,precio_final,ubicacion,kilometraje,combustible_Diésel,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Híbrido,combustible_Híbrido Enchufable,combustible_nan,es_km0,es_demo,transmision,tipo_carroceria,asientos,potencia,puertas,mes_matriculacion2,año_matriculacion2,garantia_limpia,transmision_cod
PEUGEOT,308 1.2 PureTech S&S Allure Pack EAT8 130,18990.0,1,0.0,18990.0,Madrid,26113.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,130.0,5.0,4.0,2022.0,12,0
LAMBORGHINI,Huracán STO RWD,499900.0,0,0.0,499900.0,Murcia,150.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,640.0,2.0,1.0,2024.0,24,0
JAGUAR,F-Pace 2.0i4D Prestige Aut. AWD 180,23900.0,0,0.0,23900.0,Toledo,175000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,180.0,5.0,3.0,2018.0,0,0
RENAULT,Scenic 1.2 TCe Energy Zen 96kW,12490.0,1,0.0,12490.0,Madrid,117554.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,0.0,130.0,5.0,12.0,2016.0,12,1
VOLVO,XC40 B3 Core Aut.,28990.0,1,0.0,28990.0,Madrid,46365.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,163.0,5.0,1.0,2021.0,12,0
MINI,One,13490.0,1,0.0,13490.0,Barcelona,125000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,102.0,5.0,2.0,2020.0,12,1
PEUGEOT,2008 1.2 PureTech S&S Allure Pack EAT8 130,17500.0,1,0.0,17500.0,Castellón,38000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,130.0,5.0,6.0,2021.0,12,0
SEAT,Arona 1.0 TSI S&S FR XM 110,19900.0,1,0.0,19900.0,Barcelona,23000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,7.0,2023.0,24,1
CITROEN,C-Elysée 1.6BlueHDi Exclusive 100,7500.0,0,0.0,7500.0,Madrid,250000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,99.0,4.0,9.0,2015.0,12,1
VOLVO,XC90 T8 Twin Recharge R-Design AWD Aut.,49999.0,0,0.0,49999.0,Madrid,62000.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,7.0,390.0,5.0,5.0,2021.0,12,0
KIA,EV3 Earth Long Range,36200.0,1,0.0,36200.0,Valencia,3722.0,False,True,False,False,False,False,False,False,True,Automático,Todo Terreno,5.0,204.0,5.0,10.0,2024.0,12,0
KIA,Stonic 1.0 T-GDi MHEV Drive 100,20700.0,1,0.0,20700.0,Valencia,16535.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,4.0,2024.0,12,1
MINI,Cabrio Cooper S,19900.0,0,0.0,19900.0,Málaga,58103.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,4.0,192.0,2.0,4.0,2017.0,12,1
TOYOTA,RAV-4 150D Executive AWD,17899.0,0,0.0,17899.0,Palencia,187000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,6.0,2013.0,12,1
RENAULT,Clio TCe GLP Intens 74kW,13900.0,1,0.0,13900.0,Madrid,59200.0,False,False,True,False,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,12.0,2021.0,12,1
FORD,Fiesta 1.3 Ambiente,5990.0,1,0.0,5990.0,Valencia,65302.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,70.0,5.0,9.0,2007.0,12,1
AUDI,A5 Sportback 45 TFSI Black line quattro S tronic 180kW,36900.0,0,0.0,36900.0,Madrid,80289.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,245.0,5.0,1.0,2020.0,12,0
BMW,X2 xDrive 20dA,49900.0,1,0.0,49900.0,Burgos,24900.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,163.0,5.0,9.0,2024.0,24,0
RENAULT,Clio TCe Techno 67kW,18750.0,0,0.0,18750.0,Barcelona,14387.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,4.0,2024.0,12,1
AUDI,Q3 35 TDI quattro S tronic 110kW,26990.0,1,-0.04,25910.399999999998,Madrid,129758.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,12.0,2020.0,12,0
PEUGEOT,Rifter 1.2 PureTech S&S Long Allure 110,19490.0,0,0.0,19490.0,Madrid,14000.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,5.0,110.0,5.0,12.0,2020.0,12,1
RENAULT,Mégane 1.5dCi Blue Zen EDC 85kW,17890.0,1,0.0,17890.0,Málaga,119066.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,115.0,5.0,2.0,2021.0,12,0
VOLKSWAGEN,Golf 2.0TDI CR BMT Sport DSG 150,16490.0,1,0.0,16490.0,Madrid,167000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,5.0,2016.0,12,0
LAMBORGHINI,Huracán STO RWD,449900.0,0,0.0,449900.0,Murcia,90.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,640.0,2.0,7.0,2022.0,12,0
PORSCHE,Cayenne S E-Hybrid Aut.,169900.0,0,0.0,169900.0,Murcia,50.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,519.0,5.0,3.0,2024.0,24,0
CITROEN,C3 Aircross Puretech S&S Shine Pack 110,14950.0,0,0.0,14950.0,Huelva,32800.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,3.0,2023.0,12,1
PEUGEOT,308 1.2 Hybrid Allure 136 e-DCS6,25490.0,1,0.0,25490.0,Madrid,15120.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,136.0,5.0,9.0,2024.0,24,0
PEUGEOT,3008 A 1.5 BLUEHDI 130 EAT8 ALLURE GPS LL18 RADAR AV Y AR,16900.0,1,0.0,16900.0,Madrid,57438.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,130.0,5.0,4.0,2019.0,12,0
AUDI,Q3 2.0TDI Ambition,15999.0,0,0.0,15999.0,Alicante,216000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,140.0,5.0,1.0,2014.0,12,1
OPEL,Insignia 2.0CDTI Biturbo S&S Sportive 195,14890.0,1,0.0,14890.0,Barcelona,68000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,195.0,4.0,1.0,2014.0,12,1
RENAULT,Espace 1.6 TCe Initiale Paris EDC,18860.0,1,0.0,18860.0,Barcelona,108000.0,False,False,False,True,False,False,False,False,False,Automático,Monovolumen,5.0,200.0,5.0,1.0,2016.0,12,0
TOYOTA,Yaris HSD 1.5 Active,10890.0,1,0.0,10890.0,Madrid,132401.0,False,False,False,False,True,False,False,False,False,Automático,Berlina,5.0,100.0,5.0,12.0,2014.0,12,0
PEUGEOT,308 1.5BlueHDi S&S Style 130,11990.0,1,-0.08,11030.800000000001,Madrid,94914.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,7.0,2020.0,12,1
PEUGEOT,2008 1.2 PureTech S&S Allure Pack 100,15195.0,1,0.0,15195.0,Islas Baleares,105051.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,3.0,2021.0,12,1
RENAULT,Captur E-TECH Híbrido Techno 105kW,31900.0,1,0.0,31900.0,Madrid,500.0,False,False,False,False,True,False,False,False,True,Automático,Todo Terreno,5.0,145.0,5.0,3.0,2025.0,24,0
MERCEDES-BENZ,Clase CLA -SS 200 D SHOOTING BRAKE,40500.0,1,0.0,40500.0,Granada,10195.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,150.0,5.0,7.0,2023.0,36,0
MERCEDES-BENZ,Clase G Brabus 900 Superblack,698000.0,0,0.0,698000.0,Murcia,150.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,900.0,5.0,9.0,2024.0,24,0
BMW,X1 sDrive 18dA,23390.0,1,0.0,23390.0,Barcelona,66700.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,5.0,2019.0,12,0
FERRARI,355 F355 Berlinetta,139900.0,0,0.0,139900.0,Málaga,63000.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,2.0,380.0,2.0,5.0,1995.0,0,1
KIA,Sorento 1.6 T-GDi PHEV Emotion 4x4 7pl,48900.0,1,0.0,48900.0,Valencia,17100.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,265.0,5.0,4.0,2023.0,12,0
BMW,Serie 1 118d,23080.0,1,0.0,23080.0,Cádiz,52657.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,150.0,5.0,1.0,2021.0,12,1
TOYOTA,Corolla 140H Style Edition,32900.0,1,0.0,32900.0,Barcelona,1700.0,False,False,False,False,True,False,False,False,True,Automático,Berlina,5.0,140.0,5.0,3.0,2025.0,84,0
AUDI,A5 Sportback 35 TDI Advanced S tronic,34390.0,1,0.0,34390.0,Madrid,74031.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,163.0,5.0,8.0,2020.0,12,0
AUDI,A6 Avant 40 TDI S tronic (4.75),28500.0,1,0.0,28500.0,Pontevedra,134384.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,204.0,5.0,1.0,2020.0,36,0
VOLKSWAGEN,Touareg 3.0TDI V6 BMT 245 Tiptronic,19990.0,1,0.0,19990.0,Barcelona,157000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,2.0,2012.0,12,0
PEUGEOT,3008 NSUV  Allure Pack PureTech 130 S&S 6 Vel. MAN,22790.0,1,0.0,22790.0,Toledo,13472.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,0.0,5.0,2.0,2024.0,24,1
VOLVO,S60 B4 Core,33990.0,1,0.0,33990.0,Toledo,15134.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,197.0,4.0,5.0,2024.0,0,0
PORSCHE,911 Carrera 4S Coupé PDK,209800.0,0,0.0,209800.0,Murcia,50.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,450.0,2.0,3.0,2024.0,24,0
FERRARI,Roma,198800.0,0,0.0,198800.0,Murcia,16800.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,620.0,2.0,3.0,2021.0,12,0
LAMBORGHINI,Huracán STO RWD,369500.0,0,0.0,369500.0,Murcia,4700.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,640.0,2.0,6.0,2022.0,12,0
PEUGEOT,5008 1.5 BLUEHDI 130 EAT8 ALLURE PACK 7PL GPS LL18 RADAR AR+,27900.0,1,0.0,27900.0,Madrid,25653.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,130.0,5.0,7.0,2024.0,24,0
MERCEDES-BENZ,Clase CLA Shooting Brake 180 7G-DCT,29900.0,0,0.0,29900.0,Málaga,38000.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,136.0,5.0,2.0,2020.0,12,0
BENTLEY,Continental GT Speed W12,265000.0,0,0.0,265000.0,Murcia,3300.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,660.0,2.0,8.0,2021.0,12,0
FORD,EcoSport 1.5 EcoBlue Trend 100,12990.0,1,-0.1,11691.0,Ciudad Real,100000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,10.0,2020.0,12,1
CITROEN,C4 1.2 PureTech Feel Pack S&S 130,14290.0,1,0.0,14290.0,Madrid,30632.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,12.0,2022.0,12,1
CITROEN,C4 Cactus 1.2 PureTech Feel 82,7490.0,1,0.0,7490.0,Ciudad Real,130000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,82.0,5.0,7.0,2016.0,12,1
HYUNDAI,Ioniq HEV 1.6 GDI Klass,15990.0,1,0.0,15990.0,Madrid,92947.0,False,False,False,False,True,False,False,False,False,Automático,Berlina,5.0,141.0,5.0,5.0,2019.0,12,0
SEAT,Arona 1.0 TSI S&S FR XM 110,19490.0,1,-0.03,18905.3,Madrid,10333.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,1.0,2023.0,12,1
VOLVO,XC40 T4 Recharge R-Design Expression Aut.,31000.0,1,0.0,31000.0,Vizcaya,60000.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,211.0,5.0,12.0,2021.0,12,0
DS,3 3 Crossback BlueHDi 75KW,16890.0,1,0.0,16890.0,Cádiz,128000.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,102.0,5.0,1.0,2019.0,0,1
LYNK & CO,01 1.5T PHEV,22990.0,1,0.0,22990.0,Cádiz,53912.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,261.0,5.0,12.0,2022.0,12,0
SEAT,Arona 1.0 TSI S&S Style XM 110,21990.0,1,0.0,21990.0,Cádiz,5.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,10.0,2023.0,12,1
DACIA,Jogger 1.0 TCe Expression 7pl.,19390.0,1,0.0,19390.0,Madrid,14033.0,False,False,False,True,False,False,False,False,False,Manual,Stationwagon,5.0,110.0,5.0,12.0,2023.0,24,1
PORSCHE,911 Carrera S Cabriolet PDK,159900.0,1,0.0,159900.0,Málaga,12700.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,450.0,2.0,6.0,2023.0,12,0
KIA,"Optima 2.0 GDI Hibrido Enchufable 205cv Auto 4P # IVA DEDUCIBLE, NAVY, FAROS LED",22350.0,1,0.0,22350.0,Madrid,50500.0,False,False,False,False,False,False,True,False,False,Automático,Desconocido,0.0,205.0,4.0,10.0,2019.0,12,0
KIA,"Ceed TOURER 1.6 PHEV E-Drive Hibrido Enchufable Auto 141cv 5P # 7 AÃOS DE GARANTIA, FAROS LED",20350.0,1,-0.05,19332.5,Madrid,75100.0,False,False,False,False,False,False,True,False,False,Automático,Familiar,0.0,141.0,5.0,4.0,2021.0,0,0
LAMBORGHINI,Urus 4.0 V8 Aut.,285600.0,0,0.0,285600.0,Murcia,26900.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,650.0,5.0,5.0,2019.0,12,0
VOLKSWAGEN,Golf 2.0 TSI GTI,14490.0,1,0.0,14490.0,Madrid,126000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,210.0,3.0,6.0,2010.0,12,1
LAMBORGHINI,Huracán LP 640-4 Performante,339900.0,0,0.0,339900.0,Murcia,6700.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,640.0,2.0,1.0,2019.0,12,0
BENTLEY,Bentayga V8 S,265000.0,0,0.0,265000.0,Murcia,2500.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,550.0,5.0,2.0,2023.0,24,0
LAMBORGHINI,Huracán EVO RWD,357700.0,0,0.0,357700.0,Murcia,6800.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,610.0,2.0,3.0,2023.0,12,0
JEEP,Wrangler 2.8CRD Rubicon AT,33900.0,0,0.0,33900.0,Barcelona,102000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,4.0,177.0,3.0,6.0,2007.0,12,0
VOLKSWAGEN,Arteon 2.0TDI R-Line DSG7 110kW,32500.0,1,0.0,32500.0,Zamora,81000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,150.0,5.0,9.0,2021.0,12,0
MERCEDES-BENZ,Clase C Estate 63 AMG S 7G Plus,43500.0,1,0.0,43500.0,Madrid,115500.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,510.0,5.0,2.0,2017.0,12,0
LYNK & CO,01 1 1.5 PHEV 6.6kW,35900.0,1,0.0,35900.0,Burgos,18.0,False,False,False,False,True,False,False,True,False,Automático,Desconocido,0.0,261.0,5.0,7.0,2024.0,48,0
VOLVO,XC40 2.0 B3 G Plus Dark Auto,38500.0,1,0.0,38500.0,Burgos,25000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,163.0,5.0,3.0,2024.0,24,0
BMW,X1 sDrive 18dA M Sport,35900.0,1,-0.05,34105.0,Madrid,48900.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,1.0,2022.0,12,0
MASERATI,Levante 350 GranLusso Aut.,44900.0,1,-0.08,41308.0,Madrid,96900.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,350.0,5.0,1.0,2020.0,12,0
PORSCHE,Macan Aut.,50900.0,1,0.0,50900.0,Madrid,92900.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,1.0,2019.0,12,0
LEXUS,LC 500h Luxury,77900.0,1,0.0,77900.0,Madrid,18900.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,4.0,359.0,2.0,5.0,2018.0,12,0
AUDI,Q8 50 TDI Black line plus quattro tiptronic,74990.0,1,0.0,74990.0,Madrid,78510.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,286.0,5.0,5.0,2022.0,12,0
PEUGEOT,508 Berlina  Automático de 5 Puertas,300.0,1,0.0,300.0,Palencia,87000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,225.0,5.0,6.0,2021.0,0,0
JEEP,Compass 1.3 Gse T4 Limited 4x2 130,17900.0,0,0.0,17900.0,Toledo,69900.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,130.0,5.0,2.0,2021.0,12,1
BENTLEY,Flying Spur V8,265000.0,0,0.0,265000.0,Murcia,9100.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,549.0,4.0,11.0,2022.0,12,0
CITROEN,C4 X 1.2 PureTech Plus S&S EAT8 130,16490.0,1,-0.03,15995.3,Madrid,29428.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,130.0,4.0,2.0,2024.0,12,0
RENAULT,Mégane 1.5dCi Blue Business 85kW,11890.0,1,0.0,11890.0,Madrid,141195.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,115.0,5.0,8.0,2019.0,12,1
NISSAN,Micra IG-T Acenta 92,12990.0,1,0.0,12990.0,Madrid,75207.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,92.0,5.0,8.0,2021.0,12,1
FORD,Puma 1.0 EcoBoost MHEV Titanium Aut. 125,18490.0,1,0.0,18490.0,Madrid,40085.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,125.0,5.0,7.0,2023.0,12,0
KIA,Stinger 3.3 T-GDI GT 4x4 Aut. 366,45950.0,1,0.0,45950.0,La Coruña,55427.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,366.0,5.0,9.0,2021.0,12,0
CITROEN,C5 Aircross BlueHDi S&S Feel Pack EAT8 130,24900.0,1,0.0,24900.0,Madrid,26100.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,130.0,5.0,3.0,2023.0,12,0
SKODA,Kamiq 1.0 TSI Ambition 70kW,17990.0,1,0.0,17990.0,Tarragona,65000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,95.0,5.0,7.0,2021.0,12,1
JEEP,Wrangler 2.0 280kW (380CV) 8ATX E6D Rubicon,77600.0,1,0.0,77600.0,Castellón,1.0,False,False,False,False,True,False,False,True,False,Automático,Desconocido,0.0,381.0,5.0,5.0,2025.0,36,0
MERCEDES-BENZ,Clase C Coupé 400 4Matic 9G-Tronic,38000.0,0,0.0,38000.0,Málaga,16000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,0.0,3.0,9.0,2017.0,0,0
LAND-ROVER,Range Rover Evoque L.R. 2.0L ED4 110KW 2WD PURE 5P,19090.0,1,0.0,19090.0,Cádiz,107805.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,150.0,5.0,6.0,2018.0,12,0
CITROEN,C4 1.6HDi Collection,10495.0,1,0.0,10495.0,Zaragoza,130350.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,92.0,5.0,2.0,2014.0,12,1
VOLVO,XC40 T5 Recharge Inscription Aut.,28990.0,1,0.0,28990.0,Ciudad Real,71184.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,262.0,5.0,4.0,2021.0,12,0
CUPRA,Born 150kW 58kwh,25900.0,0,0.0,25900.0,Barcelona,37000.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,5.0,204.0,5.0,1.0,2024.0,12,0
BMW,X3 M40d,69999.0,0,0.0,69999.0,Madrid,16000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,340.0,5.0,11.0,2023.0,12,0
AUDI,Q3 Sportback 35 TFSI Advanced S tronic,34900.0,1,0.0,34900.0,Barcelona,61781.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,4.0,2022.0,12,0
RENAULT,"Scenic TCE 140cv Zen Auto 5P # TECHO PANORAMICO,NAVY,FAROS LED",15950.0,1,0.0,15950.0,Madrid,95900.0,False,False,False,True,False,False,False,False,False,Automático,Familiar,0.0,140.0,5.0,4.0,2018.0,12,0
ROLLS-ROYCE,Phantom 6.7 V12,550000.0,0,0.0,550000.0,Murcia,17100.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,571.0,4.0,7.0,2021.0,12,0
BENTLEY,Continental W12 GT Convertible Speed,398000.0,0,0.0,398000.0,Murcia,350.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,659.0,2.0,2.0,2024.0,24,0
BMW,X6 xDrive M50dA,51900.0,0,-0.04,49824.0,Barcelona,114000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,381.0,5.0,11.0,2019.0,12,0
PORSCHE,Panamera GTS Sport Turismo,74900.0,0,0.0,74900.0,Barcelona,129000.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,460.0,5.0,2.0,2019.0,12,0
OPEL,Combo Life 1.5TD S/S Selective XL 130,18300.0,1,0.0,18300.0,Vizcaya,170652.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,130.0,5.0,1.0,2019.0,12,1
MINI,Countryman E Essential,43800.0,0,0.0,43800.0,La Coruña,6.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,204.0,5.0,6.0,2024.0,24,0
BMW,Serie 5 520dA M Sport,59900.0,1,0.0,59900.0,Madrid,19900.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,197.0,4.0,6.0,2024.0,24,0
BMW,X5 M Competition,84900.0,1,0.0,84900.0,Madrid,68900.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,625.0,5.0,6.0,2020.0,12,0
NISSAN,Qashqai 1.5dCi Acenta 4x2 85kW,18990.0,1,0.0,18990.0,Madrid,50804.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,10.0,2019.0,12,1
JEEP,Wrangler 2.4 Sport Techo Duro,23990.0,0,0.0,23990.0,Vizcaya,104300.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,4.0,143.0,2.0,5.0,2005.0,0,1
MERCEDES-BENZ,Clase GLE Coupé 350d 4Matic Aut.,49900.0,0,0.0,49900.0,Madrid,143460.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,258.0,5.0,2.0,2017.0,12,0
BENTLEY,Continental V8 GT,319000.0,0,0.0,319000.0,Murcia,920.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,550.0,2.0,1.0,2024.0,24,0
BMW,X4 xDrive 20dA,21490.0,1,0.0,21490.0,Madrid,160624.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,190.0,5.0,6.0,2015.0,12,0
MERCEDES-BENZ,Clase CLA 180 7G-DCT,24990.0,1,0.0,24990.0,Madrid,88450.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,136.0,4.0,6.0,2019.0,12,0
RENAULT,Mégane S.T. 1.5dCi Blue Business 85kW,12790.0,1,0.0,12790.0,Madrid,156953.0,True,False,False,False,False,False,False,False,False,Manual,Stationwagon,5.0,115.0,5.0,11.0,2020.0,12,1
LAMBORGHINI,Huracán Spyder EVO,335500.0,0,0.0,335500.0,Murcia,4500.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,640.0,2.0,11.0,2023.0,24,0
SKODA,Kamiq Selection Advanced 1.0 TSI 85kW (115 CV) (NW4DM531),23990.0,1,0.0,23990.0,Las Palmas,2.0,False,False,False,True,False,False,False,True,False,Manual,Desconocido,0.0,115.0,5.0,2.0,2025.0,12,1
BENTLEY,Bentayga V8 S,321000.0,0,0.0,321000.0,Murcia,1990.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,550.0,5.0,1.0,2024.0,24,0
BENTLEY,Bentayga V8,258000.0,0,0.0,258000.0,Murcia,4300.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,0.0,5.0,11.0,2022.0,12,0
AUDI,A8 50 TDI quattro tiptronic 9.75,54990.0,0,0.0,54990.0,Madrid,83000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,286.0,4.0,1.0,2020.0,12,0
PEUGEOT,208 1.2 Puretech S&S Allure Pack 100,16950.0,1,0.0,16950.0,Huelva,69990.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,3.0,2021.0,12,1
RENAULT,Scénic 1.3 TCe GPF Zen EDC 117kW,17590.0,1,0.0,17590.0,Vizcaya,93552.0,False,False,False,True,False,False,False,False,False,Automático,Monovolumen,5.0,160.0,5.0,6.0,2019.0,12,0
BMW,Serie 4 M4 Coupé Competition M xDrive,99900.0,1,0.0,99900.0,Madrid,6900.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,530.0,2.0,9.0,2024.0,24,0
TOYOTA,Proace City Verso Monovolumen  Manual de 4 Puertas,16900.0,0,0.0,16900.0,Toledo,106000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,102.0,4.0,1.0,2021.0,12,1
LAND-ROVER,Discovery Sport 2.0TD4 HSE 4x4 Aut. 150,17990.0,1,0.0,17990.0,Barcelona,129000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,3.0,2018.0,12,0
SKODA,Kamiq 1.0 TSI Ambition DSG 85kW,16490.0,1,0.0,16490.0,Madrid,99863.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,116.0,5.0,3.0,2021.0,12,0
LAMBORGHINI,Huracán STO RWD,394000.0,0,0.0,394000.0,Murcia,3000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,640.0,2.0,8.0,2022.0,12,0
VOLVO,V90 CROSS COUNTRY,23390.0,1,0.0,23390.0,Murcia,194000.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,190.0,5.0,3.0,2019.0,12,0
MERCEDES-BENZ,Clase S 350d 9G-Tronic Larga,89990.0,0,0.0,89990.0,Madrid,39000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,286.0,4.0,1.0,2022.0,12,0
