marca,modelo,precio_contado,financiacion_disponible,descuento,precio_final,ubicacion,kilometraje,combustible_Diésel,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Híbrido,combustible_Híbrido Enchufable,combustible_nan,es_km0,es_demo,transmision,tipo_carroceria,asientos,potencia,puertas,mes_matriculacion2,año_matriculacion2,garantia_limpia,transmision_cod
MERCEDES-BENZ,Clase GLC Todoterreno 197cv Automático de 5 Puertas,49900.0,1,0.0,49900.0,Las Palmas,21200.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,197.0,5.0,1.0,2023.0,12,0
SKODA,Superb BERLINA CON PORTON 1.5 TSI MHEV 110KW DSG SELECTION 150,35900.0,1,0.0,35900.0,Murcia,10.0,False,False,False,True,False,False,False,True,False,Automático,Desconocido,0.0,150.0,5.0,1.0,2025.0,12,0
SKODA,Kamiq TODOTERRENO 1.0 TSI 85KW SELECTION DSG 115 5P,24300.0,1,0.0,24300.0,Murcia,10000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,115.0,5.0,7.0,2024.0,12,0
OPEL,Insignia ST 2.0CDTI EcoFlex Edition,7450.0,1,0.0,7450.0,Alicante,230704.0,True,False,False,False,False,False,False,False,False,Manual,Stationwagon,5.0,130.0,5.0,1.0,2011.0,12,1
AUDI,Q3 RS 2.5 TFSI quattro,54975.0,1,-0.02,53875.5,Barcelona,80000.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,5.0,399.0,5.0,7.0,2020.0,1,1
AUDI,A8 50 TDI quattro tiptronic,43500.0,0,-0.05,41325.0,Toledo,160000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,286.0,4.0,4.0,2021.0,12,0
PORSCHE,Cayenne Diesel 245 Aut.,20999.0,0,0.0,20999.0,Alicante,258807.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,1.0,2013.0,12,0
BMW,i3 120Ah,17500.0,1,0.0,17500.0,Barcelona,89732.0,False,True,False,False,False,False,False,False,False,Automático,Monovolumen,4.0,170.0,5.0,3.0,2019.0,12,0
VOLKSWAGEN,Golf Variant 1.6TDI Last Edition,17300.0,1,0.0,17300.0,Asturias,68800.0,True,False,False,False,False,False,False,False,False,Manual,Stationwagon,5.0,115.0,5.0,6.0,2020.0,12,1
RENAULT,Clio TCe GPF Energy Zen 66kW,11990.0,0,0.0,11990.0,Ciudad Real,69157.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,5.0,2017.0,12,1
MINI,Cooper Aut.,9490.0,0,0.0,9490.0,Barcelona,120000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,4.0,122.0,3.0,1.0,2013.0,12,0
VOLVO,XC40 T4 Recharge Inscription Aut.,25990.0,1,0.0,25990.0,Madrid,79990.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,211.0,5.0,2.0,2021.0,12,0
VOLVO,XC40 D4 R-Design Premium Edition AWD Aut.,22790.0,1,0.0,22790.0,Madrid,172990.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,7.0,2018.0,36,0
RENAULT,Talisman 1.6dCi Energy Twin Turbo Zen EDC 118kW,16990.0,0,0.0,16990.0,Vizcaya,60000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,160.0,4.0,1.0,2018.0,12,0
MERCEDES-BENZ,Clase GLE 300d 4Matic Aut.,52900.0,0,0.0,52900.0,Asturias,97000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,3.0,2020.0,12,0
HYUNDAI,Tucson 1.7CRDI BD 25A Sky 4x2 115,11990.0,1,0.0,11990.0,Tarragona,199000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,9.0,2016.0,12,1
FORD,Focus 1.0 Ecoboost MHEV Active 155,24900.0,1,0.0,24900.0,Vizcaya,58909.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,155.0,5.0,4.0,2023.0,24,1
AUDI,Q5 30 TDI 5d,30900.0,1,0.0,30900.0,Madrid,119819.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,135.0,5.0,11.0,2020.0,0,0
BMW,Serie 1 118iA,24300.0,1,0.0,24300.0,Málaga,38000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,140.0,5.0,1.0,2021.0,12,0
DACIA,Sandero 1.0 Laureate 55kW,11700.0,1,0.0,11700.0,Madrid,34291.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,2.0,2019.0,0,1
TOYOTA,Auris 1.6 VVT-i Luna,5500.0,0,0.0,5500.0,Girona,210000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,124.0,5.0,11.0,2007.0,12,1
FORD,Fiesta 1.0 EcoBoost MHEV ST Line 125,15400.0,1,0.0,15400.0,Vizcaya,80241.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,125.0,5.0,7.0,2022.0,24,1
HUMMER,H2 Todoterreno  Automático de 4 Puertas,189999.0,0,0.0,189999.0,Alicante,14600.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,1.0,4.0,9.0,2003.0,24,0
BMW,Serie 1 116dA,23900.0,1,0.0,23900.0,León,87999.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,2.0,2020.0,0,0
CUPRA,León Sportstourer 1.5 ETSI DSG 110KW,24900.0,1,0.0,24900.0,Barcelona,41225.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,150.0,5.0,12.0,2023.0,18,0
OPEL,Grandland X Berlina  Manual de 5 Puertas,16900.0,1,0.0,16900.0,Granada,41000.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,5.0,130.0,5.0,1.0,2020.0,12,1
VOLKSWAGEN,Golf 2.0 TSI GTI,13000.0,1,0.0,13000.0,Lugo,141000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,210.0,3.0,11.0,2011.0,12,1
MERCEDES-BENZ,Clase SL 55 AMG Aut.,42900.0,0,0.0,42900.0,Murcia,90892.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,500.0,2.0,8.0,2005.0,0,0
SKODA,Fabia 1.6TDI CR Montecarlo 105,8750.0,1,0.0,8750.0,Madrid,130000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,105.0,5.0,9.0,2012.0,12,1
BMW,Serie 4 M4 Coupé Competition xDrive,80000.0,0,0.0,80000.0,Madrid,25762.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,510.0,2.0,9.0,2021.0,12,0
KIA,Sportage 1.6 T-GDi 110kW (150CV) MHEV Tech 4x2,22990.0,1,0.0,22990.0,Madrid,50000.0,False,False,False,False,True,False,False,False,False,Manual,Desconocido,0.0,150.0,5.0,6.0,2022.0,12,1
VOLVO,XC60 T6 Twin Recharge Inscription,35990.0,1,-0.01,35630.1,Álava,94000.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,340.0,5.0,12.0,2020.0,12,0
MERCEDES-BENZ,Clase M ML 280CDI Aut.,12890.0,0,0.0,12890.0,Cádiz,229529.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,3.0,2008.0,0,0
BMW,Serie 3 320dA,33990.0,0,0.0,33990.0,Girona,28815.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,190.0,4.0,1.0,2020.0,12,0
KGM / SSANGYONG,Korando D16T Limited 4x2,19900.0,1,0.0,19900.0,Málaga,79000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,136.0,5.0,3.0,2021.0,12,1
VOLVO,XC60 T6 Twin Recharge Inscription Expression,36760.0,1,0.0,36760.0,Valencia,104000.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,340.0,5.0,12.0,2020.0,12,0
LAND-ROVER,Discovery Sport 2.0D I4 L.Flw Standard AWD Auto 150,26999.0,0,0.0,26999.0,Málaga,35838.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,11.0,2020.0,12,0
PEUGEOT,3008 1.6 BlueHDi Style EAT6 120,18800.0,1,0.0,18800.0,Madrid,145000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,120.0,5.0,11.0,2018.0,12,0
CITROEN,C5 X 1.6 Puretech Shine EAT8 180,23990.0,1,0.0,23990.0,Guipúzcoa,10890.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,180.0,5.0,6.0,2023.0,12,0
VOLKSWAGEN,Passat All Track  2.0 Tdi 190 cv 4 Motion,29990.0,1,0.0,29990.0,Vizcaya,83000.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,190.0,5.0,2.0,2020.0,12,0
MERCEDES-BENZ,Clase B 200d 7G-DCT,22900.0,1,0.0,22900.0,Burgos,45800.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,136.0,5.0,5.0,2018.0,12,0
LAND-ROVER,Discovery 4 3.0 SDV6 255 CV HSE 7 plazas,22500.0,0,0.0,22500.0,Alicante,210600.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,256.0,5.0,8.0,2013.0,6,0
MERCEDES-BENZ,Clase A 200d 7G-DCT,18900.0,1,0.0,18900.0,Madrid,155000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,136.0,5.0,4.0,2018.0,12,0
VOLKSWAGEN,Golf 1.4 TSI GTE 180kW,32250.0,0,0.0,32250.0,Madrid,34900.0,False,False,False,False,False,True,False,False,False,Automático,Berlina,5.0,245.0,5.0,3.0,2021.0,0,0
VOLKSWAGEN,T-Roc 2.0TDI Advance DSG7,19990.0,1,0.0,19990.0,Madrid,134996.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,7.0,2019.0,12,0
VOLKSWAGEN,Taigo 1.0 TSI R-Line 85kW,24990.0,1,0.0,24990.0,Madrid,10.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,10.0,2024.0,24,1
BMW,Serie 1 116dA Sport,24490.0,1,0.0,24490.0,Cantabria,27138.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,12.0,2021.0,12,0
PEUGEOT,3008 SUV 2.0BlueHDi GT LineS&S EAT8 180,17990.0,0,0.0,17990.0,Málaga,120000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,180.0,5.0,10.0,2018.0,12,0
NISSAN,Juke 1.2 DIG-T 115 S&S Acenta,11900.0,1,0.0,11900.0,Islas Baleares,125000.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,85.0,5.0,8.0,2016.0,12,1
HYUNDAI,Kona N,33900.0,1,0.0,33900.0,Barcelona,14900.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,280.0,5.0,5.0,2023.0,24,0
MERCEDES-BENZ,Clase CLS 350d 4Matic Aut.,40900.0,1,0.0,40900.0,Sevilla,147000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,286.0,4.0,10.0,2020.0,12,0
SEAT,Ateca 1.0 TSI S&S Ecomotive Style,17990.0,1,0.0,17990.0,Valencia,48300.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,1.0,2020.0,12,1
TOYOTA,Corolla 1.8 125H ACTIVE TECH E-CVT,17995.0,1,0.0,17995.0,Valencia,133762.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,122.0,5.0,2.0,2021.0,12,0
MERCEDES-BENZ,Clase CLA 35 AMG 4Matic+ 7G-DCT,51490.0,1,0.0,51490.0,Valencia,52500.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,306.0,4.0,9.0,2020.0,12,0
AUDI,Q2 30 TDI Advanced S tronic 85kW,29600.0,1,0.0,29600.0,Castellón,34000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,116.0,5.0,4.0,2022.0,12,0
SMART,Fortwo Coupé EQ,12890.0,1,0.0,12890.0,La Coruña,32539.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,2.0,82.0,3.0,10.0,2021.0,12,0
SEAT,Arona 1.0 TSI S&S Reference XM 95,15595.0,1,0.0,15595.0,Alicante,52086.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,95.0,5.0,10.0,2022.0,12,1
DACIA,Dokker 1.6 Essential GLP 75kW,10800.0,0,0.0,10800.0,Vizcaya,115821.0,False,False,True,False,False,False,False,False,False,Manual,Monovolumen,5.0,100.0,4.0,1.0,2019.0,12,1
KIA,Stonic 1.0 T-GDi MHEV Drive 100,18800.0,0,0.0,18800.0,Vizcaya,40500.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,12.0,2022.0,12,1
AUDI,Q4 e-tron 40 Advanced 82KWh,49800.0,0,0.0,49800.0,Vizcaya,9000.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,204.0,5.0,2.0,2024.0,24,0
DODGE,Charger SRT 392 HEMI V8,35000.0,1,0.0,35000.0,Tenerife,50000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,485.0,4.0,1.0,2019.0,12,0
AUDI,A6 Allroad 50 TDI quattro tiptronic 210kW,42900.0,1,0.0,42900.0,Cáceres,110000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,285.0,5.0,3.0,2020.0,0,0
JAGUAR,F-Pace 2.0i4D R-Sport Aut. AWD 180,22222.0,0,0.0,22222.0,Navarra,153000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,180.0,5.0,10.0,2017.0,12,0
RENAULT,Espace 1.6dCi TT Energy Zen EDC 118kW,15990.0,1,0.0,15990.0,Madrid,149916.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,160.0,5.0,12.0,2016.0,12,0
BENTLEY,Continental V8 GT,84500.0,0,-0.11,75205.0,Valencia,87000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,507.0,2.0,1.0,2014.0,12,0
AUDI,A7 Sportback S7 TDI quattro tiptronic 253kW,78990.0,0,0.0,78990.0,Sevilla,40000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,4.0,344.0,5.0,5.0,2022.0,12,0
JEEP,Avenger 1.2 Altitude 100,20900.0,1,0.0,20900.0,Sevilla,25047.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,4.0,2024.0,24,1
LAND-ROVER,Discovery Sport 2.0D TD4 MHEV S AWD Auto 163,59500.0,0,0.0,59500.0,Madrid,1000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,163.0,5.0,12.0,2024.0,60,0
INFINITI,M 30d S Premium Aut.,18000.0,0,0.0,18000.0,Tenerife,79000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,238.0,4.0,6.0,2011.0,0,0
AUDI,A4 Avant 35 TDI Advanced S tronic 110kW,21950.0,1,0.0,21950.0,Madrid,149000.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,150.0,5.0,11.0,2019.0,12,0
BMW,i3 120Ah,17900.0,0,0.0,17900.0,Burgos,87000.0,False,True,False,False,False,False,False,False,False,Automático,Monovolumen,4.0,170.0,5.0,3.0,2019.0,12,0
MERCEDES-BENZ,Clase C 220 d Estate,40900.0,1,0.0,40900.0,Cádiz,83020.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,5.0,200.0,5.0,8.0,2021.0,24,0
NISSAN,Qashqai 1.3 DIG-T mHEV 12V N-Connecta 4x2 Aut. 116kW,31900.0,1,0.0,31900.0,La Coruña,6900.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,158.0,5.0,4.0,2023.0,12,0
MERCEDES-BENZ,Clase GLA 200 D,43900.0,1,0.0,43900.0,Zaragoza,11000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,150.0,5.0,6.0,2024.0,36,0
AUDI,Q5 2.0TDI Advanced quattro-ultra S tronic 140kW,34500.0,1,0.0,34500.0,Cádiz,160000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,2.0,2019.0,12,0
MERCEDES-BENZ,Clase B 180d 7G-DCT,21200.0,0,0.0,21200.0,Valladolid,111000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,116.0,5.0,9.0,2019.0,12,0
NISSAN,Qashqai 1.5dCi N-Connecta 4x2,16400.0,0,0.0,16400.0,Valladolid,100000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,10.0,2018.0,12,1
TESLA,Model X Long Range AWD,32500.0,0,0.0,32500.0,Lleida,180000.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,525.0,5.0,12.0,2019.0,48,0
PEUGEOT,308 1.6 GTi 263,23000.0,0,0.0,23000.0,Murcia,55000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,263.0,5.0,6.0,2019.0,0,1
AUDI,A3 Sportback 35 TDI Genuine S tronic,35490.0,1,0.0,35490.0,Barcelona,21000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,10.0,2024.0,54,0
MAZDA,5 1.8 Active,3590.0,0,0.0,3590.0,Toledo,214484.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,7.0,115.0,5.0,5.0,2007.0,12,1
SEAT,Ibiza 1.6TDI CR S&S Style 95,14900.0,1,0.0,14900.0,Sevilla,58227.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,5.0,2021.0,12,1
MERCEDES-BENZ,Clase A 180d 7G-DCT,23850.0,0,0.0,23850.0,Barcelona,102000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,6.0,2020.0,12,0
VOLKSWAGEN,California 2.0TDI BMT Beach 4M DSG 150kW,35000.0,0,0.0,35000.0,Sevilla,235000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,204.0,5.0,10.0,2016.0,0,0
NISSAN,Juke 1.5dCi Tekna Premium,9490.0,1,0.0,9490.0,Barcelona,125000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,12.0,2011.0,12,1
MERCEDES-BENZ,Clase CLS 400d 4Matic Aut.,51900.0,0,0.0,51900.0,Murcia,116000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,330.0,4.0,11.0,2021.0,12,0
MERCEDES-BENZ,Clase GLA -CLASS  200 D,42900.0,1,-0.02,42042.0,Murcia,12241.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,150.0,5.0,3.0,2024.0,36,0
BMW,Serie 1 116dA,23900.0,1,0.0,23900.0,Madrid,48276.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,2.0,2020.0,0,0
RENAULT,Kadjar 1.5dCi Blue Intens 85kW,16900.0,1,0.0,16900.0,Madrid,142329.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,9.0,2020.0,12,1
AUDI,Q3 40 TDI Advanced quattro S tronic 140kW,30500.0,1,0.0,30500.0,Madrid,84741.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,7.0,2020.0,12,0
RENAULT,Symbioz E-TECH Full Hybrid Esprit Alpine 105kW,36500.0,1,0.0,36500.0,Madrid,11715.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,145.0,5.0,6.0,2024.0,36,0
MAZDA,2 1.5 e-Skyactiv-g Homura 55kW,16990.0,1,0.0,16990.0,Madrid,48998.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,3.0,2023.0,12,1
MERCEDES-BENZ,Clase A 200CDI Elegance,14900.0,1,0.0,14900.0,Orense,204872.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,140.0,5.0,8.0,2013.0,0,1
BMW,Serie 3 318d Auto.,26900.0,1,0.0,26900.0,León,152528.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,149.0,4.0,2.0,2021.0,0,0
VOLKSWAGEN,ID.3 Pure Performance 110kW,20490.0,1,0.0,20490.0,Valencia,13529.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,4.0,149.0,5.0,6.0,2021.0,48,0
NISSAN,X-Trail 1.3 DIG-T N-Tec 4x2 DCT 7 pl.,19800.0,1,0.0,19800.0,Valencia,114000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,7.0,160.0,5.0,1.0,2020.0,12,0
TOYOTA,Yaris BERLINA CON PORTON 1.5 VVT-I HEV ACTIVE TECH 116 5P,19800.0,1,0.0,19800.0,Murcia,21060.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,116.0,5.0,8.0,2021.0,24,0
TOYOTA,C-HR BERLINA CON PORTON 1.8 VVT-I HYBRID ADVANCE PLUS AUTO 1,24500.0,1,0.0,24500.0,Murcia,54476.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,122.0,5.0,3.0,2021.0,24,0
SEAT,Arona 1.0 TSI S&S Xperience DSG7 110,18990.0,1,0.0,18990.0,Barcelona,46000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,110.0,5.0,3.0,2022.0,24,0
TOYOTA,Yaris 1.3 Feel!,11990.0,1,0.0,11990.0,Barcelona,77000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,99.0,5.0,8.0,2016.0,12,1
AUDI,A5 Sportback 2.0TDI Sport S tronic 140kW,22990.0,1,0.0,22990.0,Barcelona,147000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,190.0,5.0,2.0,2017.0,12,0
CITROEN,C3 Aircross Puretech S&S Feel 110,9990.0,0,0.0,9990.0,Girona,87099.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,2.0,2020.0,12,1
SKODA,Octavia Combi 2.0TDI Ambition DSG 110kW,20490.0,1,0.0,20490.0,Madrid,102701.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,150.0,5.0,4.0,2021.0,12,0
TOYOTA,Verso 115D Advance 5pl.,9990.0,0,0.0,9990.0,Tarragona,175000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,112.0,5.0,1.0,2014.0,12,1
AUDI,A6 Avant 40 TDI Design S tronic,26999.0,1,0.0,26999.0,Madrid,120000.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,204.0,5.0,1.0,2019.0,12,0
FORD,S-Max 2.0TDCi Panther Titanium 150,18999.0,1,0.0,18999.0,Madrid,160000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,7.0,150.0,5.0,1.0,2020.0,12,1
HYUNDAI,H-1 2.5CRDI,4850.0,0,0.0,4850.0,Pontevedra,248000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,7.0,140.0,4.0,3.0,2002.0,0,1
LAND-ROVER,Range Rover Sport Dynamic HSE,94900.0,1,-0.05,90155.0,Tenerife,15000.0,False,False,False,False,False,False,True,False,False,Automático,Desconocido,0.0,440.0,5.0,1.0,2023.0,12,0
MERCEDES-BENZ,EQB 250 AMG,38900.0,1,0.0,38900.0,Las Palmas,21200.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,0.0,190.0,5.0,1.0,2022.0,12,0
PORSCHE,Macan Todoterreno 265cv Automático de 5 Puertas,76900.0,1,0.0,76900.0,Las Palmas,48000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,265.0,5.0,1.0,2022.0,12,0
RENAULT,Austral Hibrido  1.2 E-Tech Hibrido Techno 146kW,30500.0,1,0.0,30500.0,Cáceres,24150.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,199.0,5.0,10.0,2023.0,36,0
RENAULT,Captur TCe Techno 67kW,16490.0,0,-0.06,15500.599999999999,Sevilla,32900.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,90.0,5.0,6.0,2022.0,12,1
SEAT,Ateca 1.4 EcoTSI S&S Xcellence 4Drive,17900.0,1,0.0,17900.0,Barcelona,111700.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,8.0,2017.0,12,1
MERCEDES-BENZ,Clase CLA Shooting Brake 200d 7G-DCT,14990.0,1,0.0,14990.0,Valencia,216145.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,136.0,5.0,8.0,2018.0,12,0
VOLKSWAGEN,T-Roc 1.0 TSI Advance,15500.0,1,0.0,15500.0,Sevilla,159000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,11.0,2019.0,12,1
AUDI,A3 Sportback 1.4 TFSI g-tron Ambiente,13500.0,0,0.0,13500.0,Toledo,147602.0,False,False,True,False,False,False,False,False,False,Manual,Berlina,5.0,110.0,5.0,5.0,2015.0,12,1
AUDI,Q5 35 TDI S line quattro-ultra S tronic 120kW,32990.0,1,0.0,32990.0,Sevilla,120000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,163.0,5.0,1.0,2020.0,12,0
DACIA,Dokker Monovolumen  Manual de 4 Puertas,12750.0,0,0.0,12750.0,Alicante,80000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,90.0,4.0,6.0,2018.0,12,1
BMW,XM Label Red,172900.0,1,0.0,172900.0,Madrid,12900.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,585.0,5.0,4.0,2024.0,36,0
LYNK & CO,01 1.5T PHEV,27100.0,0,0.0,27100.0,Valladolid,24000.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,261.0,5.0,1.0,2023.0,48,0
MERCEDES-BENZ,Clase B 180 d,22900.0,1,0.0,22900.0,Madrid,96130.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,115.0,5.0,2.0,2020.0,12,0
